Dates,Website,URLS,PatientID
"Feb 15, 2021",caregiver.com Caregiver 101 - Caregiver.com,caregiver.com,5
"Feb 15, 2021",Today's Caregiver - Caregiver.com,caregiver.com,5
"Feb 15, 2021",AFTD - The Association for Frontotemporal Degeneration,www.theaftd.org,5
"Feb 15, 2021",UTO Frontotemporal Degeneration | Dementia - What is FTD?,www.theaftd.org,5
"Feb 15, 2021",Adult Day Care for Alzheimer's: The First Day - Family Care...,Www.caregiver.org,5
"Feb 15, 2021",Caring at Home - Family Caregiver Alliance,www.caregiver.org,5
"Feb 15, 2021",Caring for Another - Family Caregiver Alliance,www.caregiver.org,5
"Feb 15, 2021",Home - Family Caregiver Alliance,www.caregiver.org,5
"Feb 15, 2021",Virtual Toolkit | The National Alliance for Caregiving,www.caregiving.org,5
"Feb 15, 2021",Our History The National Alliance for Caregiving,www.caregiving.org,5
"Feb 15, 2021",The National Alliance for Caregiving | The National Alliance for C...,www.caregiving.org,5
"Feb 15, 2021",Board of Directors | The National Alliance for Caregiving,www.caregiving.org,5
"Feb 15, 2021",Guidebooks for Caregivers | The National Alliance for Caregiving,www.caregiving.org,5
"Feb 15, 2021",UHF Next Step in Care For Family Caregivers,www.nextstepincare.org,5
"Feb 15, 2021",UHF Next Step in Care For Family Caregivers,www.nextstepincare.org,5
"Feb 15, 2021",UHF Next Step in Care Next Step In Care Homepage,www.nextstepincare.org,5
"Feb 15, 2021",Why Should I Participate in a Clinical Trial? | National Institutes o...,www.nih.gov,5
"Feb 15, 2021",Aging Care: Find In-Home Care,www.agingcare.com,5
"Feb 15, 2021",The Caregiver's Resource Library - Aging Care.com,www.agingcare.com,5
"Feb 15, 2021",How do others handle being ignored by adult Grandchildren? - Agi...,www.agingcare.com,5
"Feb 15, 2021",Caregiver Forum and Support Group - Aging Care.com,www.agingcare.com,5
"Feb 15, 2021",Find In-Home Care and Senior Living Options - AgingCare.com,www.agingcare.com,5
"Feb 15, 2021",Caregiving Topics & Elder Care Resource Guide - AgingCare.com,www.agingcare.com,5
"Feb 15, 2021",Alzheimers,www.alzconnected.org,5
"Feb 15, 2021",Alzheimers,www.alzconnected.org,5
"Feb 15, 2021",Home,www.alzheimerscapecod.org,5
"Feb 15, 2021",Family Caregiver Toolbox Caregiver Action Network,caregiveraction.org,5
"Feb 15, 2021",Alzheimer's Disease Caregiver Action Network,caregiveraction.org,5
"Feb 15, 2021",Care Community | Caregiver Action Network,caregiveraction.org,5
"Feb 15, 2021",10 Tips for Family Caregivers Caregiver Action Network,caregiveraction.org,5
"Feb 15, 2021",Alzheimer's Caregiver Video Resource Center Caregiver Action N...,caregiveraction.org,5
"Feb 15, 2021",Home Caregiver Action Network,caregiveraction.org,5
"Feb 15, 2021",Caregiver Support and Resources A Place for Mom,www.aplaceformom.com,5
"Feb 15, 2021",Health Topics A-Z National Institute on Aging,www.nia.nih.gov,5
"Feb 15, 2021",Health Information | National Institute on Aging,www.nia.nih.gov,5
"Feb 15, 2021",Alzheimer's Association | Alzheimer's Disease &amp; Dementia Help,www.alz.org,5
"Feb 15, 2021",Alzheimers,www.alzconnected.org,5
"Feb 15, 2021",Alzheimer's Foundation of America | &lt;AFA Caregiver Support Gro...,alzfdn.org,5
"Feb 15, 2021",Alzheimer's Foundation of America Caregiving Resources,alzfdn.org,5
"Feb 15, 2021",Alzheimer's Foundation of America,alzfdn.org,5
"Feb 11, 2021",Alzheimers,www.alzconnected.org,5
"Feb 11, 2021",Home,www.alzheimerscapecod.org,5
"Feb 8, 2021",Caregiving Topics & Elder Care Resource Guide - Aging Care.com,www.agingcare.com,5
"Feb 8, 2021",Dementia? Delirium? What is going on? - Aging Care.com,www.agingcare.com,5
"Feb 8, 2021",Do elders with Alzheimer disease often make up stories? - AgingC...,www.agingcare.com,5
"Feb 8, 2021",How do you handle confabulation? - Aging Care.com,www.agingcare.com,5
"Feb 8, 2021",Confabulation,www.agingcare.com,5
"Feb 8, 2021",Conflagration,www.agingcare.com,5
"Feb 8, 2021",Confabulation in Dementia Can Feel Like Hurtful Lies - Aging Care...,www.agingcare.com,5
"Feb 8, 2021",Communication Techniques for Alzheimer's and Dementia Caregi...,www.agingcare.com,5
"Feb 8, 2021",An Inside Take on Dementia Behaviors - Aging Care.com,www.agingcare.com,5
"Feb 8, 2021",Dementia Behaviors Articles Resources for Caregivers - AgingCa...,www.agingcare.com,5
"Feb 8, 2021",Home - Family Caregiver Alliance,www.caregiver.org,5
"Feb 8, 2021",Dementia Caregiving,www.caregiver.org,5
"Feb 8, 2021",Carelike - Provider Search,www.communityresourcefinder.org,5
"Feb 8, 2021",Nip Depression in the Bud -,caregiver.com,5
"Feb 8, 2021",Today's Caregiver Articles -,caregiver.com,5
"Feb 8, 2021",Today's Caregiver - Caregiver.com,caregiver.com,5
"Feb 8, 2021",Ten Real-Life Strategies for Dementia Caregiving Family Caregiv...,www.caregiver.org,5
"Feb 8, 2021",Dementia with Lewy Bodies Family Caregiver Alliance,www.caregiver.org,5
"Feb 8, 2021",Rhode Island Chapter,www.alz.org,5
"Feb 8, 2021",Caregiving Work Life Balance Tips and Advice from AARP,www.aarp.org,5
"Feb 8, 2021",The AARP Guide and Resource for Caregiving at Home,www.aarp.org,5
"Feb 8, 2021",Easy to Download Caregiving Prepare to Care Guide,www.aarp.org,5
"Feb 8, 2021",Request a Printed Prepare to Care Guide,www.aarp.org,5
"Feb 8, 2021",Guide - Google Search,www.google.com,5
"Feb 8, 2021",Easy to Download Caregiving Prepare to Care Guide,www.aarp.org,5
"Feb 8, 2021",The AARP Planning Guide for Families and Caregivers,www.aarp.org,5
"Feb 2, 2021",Today's Caregiver -,caregiver.com,5
"Feb 2, 2021",Aging Care: Find In-Home Care,www.agingcare.com,5
"Feb 2, 2021",Caregiving Topics & Elder Care Resource Guide - Aging Care.com,www.agingcare.com,5
"Feb 2, 2021",Home,www.alzheimerscapecod.org,5
"Feb 2, 2021",Home Caregiver Action Network,caregiveraction.org,5
"Feb 2, 2021",Caregiver Support and Resources A Place for Mom,www.aplaceformom.com,5
"Feb 2, 2021",Health Information | National Institute on Aging,www.nia.nih.gov,5
"Feb 2, 2021",Today's Caregiver - Caregiver.com,caregiver.com,5
"Feb 2, 2021",Aging Care: Find In-Home Care,www.agingcare.com,5
"Feb 2, 2021",Caregiving Topics & Elder Care Resource Guide - AgingCare.com,www.agingcare.com,5
"Jan 12, 2021",Home,www.alzheimerscapecod.org,5
"Jan 12, 2021",Home Caregiver Action Network,caregiveraction.org,5
"Jan 12, 2021",Caregiver Support and Resources A Place for Mom,www.aplaceformom.com,5
"Jan 12, 2021",Health Information | National Institute on Aging,www.nia.nih.gov,5
"Jan 12, 2021",Alzheimer's Foundation of America,alzfdn.org,5
"Jan 12, 2021",Alzheimer's Foundation of America The AFA Teal Room,alzfdn.org,5
"Jan 12, 2021",Home,www.alzheimerscapecod.org,5
"Jan 12, 2021",CAREGIVING DURING THE COVID-19 PANDEMIC Caregiver Actio...,caregiveraction.org,5
"Jan 12, 2021",UHF Next Step in Care For Family Caregivers,www.nextstepincare.org,5
"Jan 12, 2021",Vitamins and supplements National Institute on Aging,www.nia.nih.gov,5
"Jan 12, 2021",Caregiver Support and Resources A Place for Mom,www.aplaceformom.com,5
"Jan 12, 2021",Managing Dementia Behaviors: Do's and Don'ts from Experts | A...,www.aplaceformom.com,5
"Jan 12, 2021",Alzheimer's Foundation of America,alzfdn.org,5
"Jan 12, 2021",Alzheimer's Foundation of America The AFA Teal Room,alzfdn.org,5
"Jan 12, 2021",Home,www.alzheimerscapecod.org,5
"Jan 12, 2021",CAREGIVING DURING THE COVID-19 PANDEMIC Caregiver Actio...,caregiveraction.org,5
"Jan 12, 2021",UHF Next Step in Care For Family Caregivers,www.nextstepincare.org,5
"Jan 12, 2021",Vitamins and supplements National Institute on Aging,www.nia.nih.gov,5
"Jan 12, 2021",Managing Dementia Behaviors: Do's and Don'ts from Experts | A...,www.aplaceformom.com,5
"Jan 12, 2021",Caregiver Community - Caregiver.com,caregiver.com,5
"Jan 12, 2021",Leaving your Loved One Home Alone - Caregiver.com,caregiver.com,5
"Jan 12, 2021",Today's Caregiver Articles - Caregiver.com,caregiver.com,5
"Jan 12, 2021",Today's Caregiver magazine - Digital Edition - Caregiver.com,caregiver.com,5
"Jan 12, 2021",Book Club - Caregiver.com,caregiver.com,5
"Jan 12, 2021",You Are Not Alone -,caregiver.com,5
"Jan 12, 2021",Today's Caregiver - Caregiver.com,caregiver.com,5
"Jan 12, 2021",Mild Dementia: Caregiving Information -,AgingCare.com,5
"Jan 12, 2021",Caregiving Topics & Elder Care Resource Guide - AgingCare.com,www.agingcare.com,5
"Jan 12, 2021",Caregiver Forum and Support Group - AgingCare.com,www.agingcare.com,5
"Jan 12, 2021",Not sure how to help with delusions. Any advice? - Aging Care.com,www.agingcare.com,5
"Jan 12, 2021",Delusions in the Elderly Questions Advice for Caregivers - Aging...,www.agingcare.com,5
"Jan 12, 2021",Delusions in the Elderly Questions Advice for Caregivers - Aging...,www.agingcare.com,5
"Jan 12, 2021",Delusions in the Elderly: Caregiving Information - Aging Care.com,www.agingcare.com,5
"Jan 12, 2021",Elder Care Decisions Questions Advice for Caregivers - AgingCar...,www.agingcare.com,5
"Jan 12, 2021",Mom with dementia makes up stories - AgingCare.com,www.agingcare.com,5
"Jan 12, 2021",Signin - Aging Care.com,www.agingcare.com,5
"Jan 12, 2021",Delusions in the Elderly Discussions Caregiver Support - AgingC...,www.agingcare.com,5
"Jan 12, 2021",How to cope? - Aging Care.com,www.agingcare.com,5
"Jan 12, 2021",Signin - Aging Care.com,www.agingcare.com,5
"Jan 12, 2021",Senior Hallucinations,www.agingcare.com,5
"Jan 11, 2021",Vitamins and supplements | National Institute on Aging,www.nia.nih.gov,5
"Jan 11, 2021",Health Topics A-Z | National Institute on Aging,www.nia.nih.gov,5
"Jan 11, 2021",Skin Care and Aging National Institute on Aging,www.nia.nih.gov,5
"Jan 11, 2021",Health Information National Institute on Aging,www.nia.nih.gov,5
"Jan 11, 2021",What are you reading right now? - AgingCare.com,www.agingcare.com,5
"Jan 11, 2021",Can quadriplegics still get erections? - Aging Care.com,www.agingcare.com,5
"Jan 11, 2021",Activities of Daily Living (ADL) Questions Advice for Caregivers ....,www.agingcare.com,5
"Jan 11, 2021",Signin - AgingCare.com,www.agingcare.com,5
"Jan 11, 2021",Answers - Google Search,www.google.com,5
"Jan 11, 2021",Caregiving Topics & Elder Care Resource Guide - Aging Care.com,www.agingcare.com,5
"Jan 11, 2021",Today's Caregiver - Caregiver.com,caregiver.com,5
"Jan 10, 2021",UHF Next Step in Care For Family Caregivers,www.nextstepincare.org,5
"Jan 10, 2021",UHF Next Step in Care For Family Caregivers,www.nextstepincare.org,5
"Jan 10, 2021",UHF Next Step in Care For Family Caregivers,www.nextstepincare.org,5
"Jan 10, 2021",UHF Next Step in Care For Family Caregivers,www.nextstepincare.org,5
"Jan 10, 2021",UHF Next Step in Care Next Step In Care Homepage,www.nextstepincare.org,5
"Jan 10, 2021",Home,www.alzheimerscapecod.org,5
"Jan 10, 2021",Frontotemporal Degeneration Dementia - What is FTD?,www.theaftd.org,5
"Jan 10, 2021",AFTD - The Association for Frontotemporal Degeneration,www.theaftd.org,5
"Jan 10, 2021",Technical and Practical Advice for Caregivers Caregiver Action N...,caregiveraction.org,5
"Jan 10, 2021",Care Community Caregiver Action Network,caregiveraction.org,5
"Jan 10, 2021",About Caregiver Action Network (iCAN) Caregiver Action Network,caregiveraction.org,5
"Jan 10, 2021",iCAN Board and Staff Caregiver Action Network,caregiveraction.org,5
"Jan 10, 2021",Annual Report Caregiver Action Network,caregiveraction.org,5
"Jan 10, 2021",Depression - What it is and what it is Not Caregiver Action Netw...,caregiveraction.org,5
"Jan 10, 2021",Family Caregiver Toolbox Caregiver Action Network,caregiveraction.org,5
"Jan 10, 2021",Alzheimer's Caregiver Video Resource Center Caregiver Action N...,caregiveraction.org,5
"Jan 10, 2021",iCAN Tech | Page 2 | Caregiver Action Network,caregiveraction.org,5
"Jan 10, 2021",iCAN Tech Caregiver Action Network,caregiveraction.org,5
"Jan 10, 2021",Home Caregiver Action Network,caregiveraction.org,5
"Jan 10, 2021",Large-scale global study to investigate links between Covid and C...,www.washingtonpost.com,5
"Jan 10, 2021",Coronavirus (COVID-19) Alzheimer's and Dementia,alz.org www.alz.org,5
"Jan 10, 2021",Coronavirus (COVID-19) Vaccine Alzheimer's Association,www.alz.org,5
"Jan 10, 2021",Alzheimer's Association | Alzheimer's Disease & Dementia Help,www.alz.org,5
"Jan 10, 2021",Poor Hygiene in the Elderly Discussions Caregiver Support - Agin...,www.agingcare.com,5
"Jan 10, 2021",Poor Hygiene in the Elderly: Caregiving Information - Aging Care.c...,www.agingcare.com,5
"Jan 10, 2021",Caregiving Topics & Elder Care Resource Guide - Aging Care.com,www.agingcare.com,5
"Jan 10, 2021",Caregiver Forum and Support Group - Aging Care.com,www.agingcare.com,5
"Jan 10, 2021",General topics - Aging Care.com,www.agingcare.com,5
"Jan 10, 2021",PWTWri Profile - Aging Care.com,www.agingcare.com,5
"Jan 10, 2021",What is the one thing that bothers you the most about caregiving...,www.agingcare.com,5
"Jan 10, 2021",How to Identify and Minimize Caregiver Burden Comments - Agin...,www.agingcare.com,5
"Jan 10, 2021",How to Identify and Minimize Caregiver Burden - Aging Care.com,www.agingcare.com,5
"Jan 10, 2021",Family Caregiver Articles Resources for Caregivers - AgingCare.c...,www.agingcare.com,5
"Jan 10, 2021",Family Caregiver Articles Resources for Caregivers - Aging Care.C...,www.agingcare.com,5
"Jan 10, 2021",An introduction to my situation. - Aging Care.com,www.agingcare.com,5
"Jan 10, 2021",Signin - AgingCare.com,www.agingcare.com,5
"Jan 10, 2021",Alzheimer's & Dementia Care Discussions Caregiver Support - Ag...,www.agingcare.com,5
"Jan 10, 2021",Caregivers,goodbye-uti.com,5
"Jan 10, 2021",Ten Questions to Ask Your Loved One's Primary Care Physician -...,Caregiver.com,5
"Jan 10, 2021",Caregiver 101 -,Caregiver.com,5
"Jan 10, 2021",Today's Caregiver Articles,Caregiver.com,5
"Jan 10, 2021",Coping with Cognitive impairment,Caregiver.com,5
"Jan 10, 2021",Caregiver Alzheimer's Channel,Caregiver.com,5
"Jan 10, 2021",Leaving your Loved One Home Alone - Caregiver.com,Caregiver.com,5
"April 19, 2021",Google,www.google.com,6
"April 19, 2021",Gmail,mail.google.com,6
"April 19, 2021",Gmail,mail.google.com,6
"April 19, 2021",Gmail,mail.google.com,6
"April 19, 2021",Gmail,mail.google.com,6
"April 19, 2021",Gmail,mail.google.com,6
"April 19, 2021",Gmail,mail.google.com,6
"April 19, 2021",Google Dashboard,myaccount.google.com,6
"April 19, 2021",Google Account,myaccount.google.com,6
"April 19, 2021",Google Account,myaccount.google.com,6
"April 19, 2021",Sign in - Google Accounts,accounts.google.com,6
"April 19, 2021",Sign in - Google Accounts,accounts.google.com,6
"April 19, 2021",Sign in - Google Accounts,accounts.google.com,6
"April 19, 2021",Sign in to Outlook,login.microsoftonline.com,6
"April 19, 2021",Yahoo,www.yahoo.com,6
"April 19, 2021",Yahoo,login.yahoo.com,6
"April 19, 2021",Yahoo,login.yahoo.com,6
"April 19, 2021",Yahoo,www.yahoo.com,6
"April 19, 2021",AARP Resources and Solutions for Local Caregivers,www.aarp.org,6
"April 19, 2021",Events | Alzheimer's Association,www.alz.org,6
"April 19, 2021",Home,www.alzheimerscapecod.org,6
"April 19, 2021",Sign in to Outlook,login.microsoftonline.com,6
"April 19, 2021",Sign in to Outlook,login.microsoftonline.com,6
"April 19, 2021",Events | Alzheimer's Association,www.alz.org,6
"April 19, 2021",Home,www.alzheimerscapecod.org,6
"April 19, 2021",Create a password,signup.live.com,6
"April 19, 2021",Sign in to Outlook,login.microsoftonline.com,6
"April 19, 2021",Sign in to Outlook,login.microsoftonline.com,6
"April 15, 2021",Home,www.alzheimerscapecod.org,6
"April 15, 2021",Why Should I Participate in a Clinical Trial? | National Institutes o..,www.nih.gov,6
"April 15, 2021",The Basics National Institutes of Health (NIH),www.nih.gov,6
"Feb 28, 2021",Events | Alzheimer's Association,www.alz.org,6
"Feb 28, 2021",Alzheimer's Association | Alzheimer's Disease & Dementia Help,www.alz.org,6
"Feb 28, 2021",Alzheimer's Foundation of America Find An AFA Member Organ...,alzfdn.org,6
"Feb 28, 2021",Alzheimer's Foundation of America Find An AFA Member Organ...,alzfdn.org,6
"Feb 25, 2021",On Being Caregiver Friendly - ,Caregiver.com ,8
"Feb 25, 2021",Caregiver Community - ,Caregiver.com,8
"Feb 25, 2021",Today's Caregiver - Caregiver.com ,Caregiver.com,8
"Feb 23, 2021",Why Should I Participate in a Clinical Trial? | National Institutes o.. ,www.nih.gov,8
"Feb 23, 2021",Tips for Coping with Sundowning | National Institute on Aging ,www.nia.nih.gov,8
"Feb 23, 2021",Carelike - Provider Search ,www.communityresourcefinder.org,8
"Feb 19, 2021",Why Should I Participate in a Clinical Trial? | National Institutes o... ,www.nih.gov,8
"Feb 19, 2021",Alzheimer's Association | Alzheimer's Disease & Dementia Help ,www.alz.org,8
"Feb 18, 2021",AFTD - The Association for Frontotemporal Degeneration,www.theaftd.org,8
"Feb 18, 2021",REDCap ,redcap.lifespan.org,8
"Feb 17, 2021",REDCap ,redcap.lifespan.org,8
"Feb 17, 2021",REDCap ,redcap.lifespan.org,8
"Feb 17, 2021",RED Cap ,redcap.lifespan.org,8
"Feb 17, 2021",SD ,redcap.lifespan.org,8
"Feb 17, 2021",REDCap ,redcap.lifespan.org,8
"Feb 17, 2021",ZBI ,redcap.lifespan.org,8
"Feb 17, 2021",RED Cap ,redcap.lifespan.org,8
"Feb 17, 2021",RMBPC ,redcap.lifespan.org,8
"Feb 17, 2021",RMBPC ,redcap.lifespan.org,8
"Feb 17, 2021",RED Cap ,redcap.lifespan.org,8
"Feb 17, 2021",CES-D ,redcap.lifespan.org,8
"Feb 17, 2021",RED Cap ,redcap.lifespan.org,8
"Feb 17, 2021",RED Cap ,redcap.lifespan.org,8
"Feb 17, 2021",DIS ,redcap.lifespan.org,8
"Feb 17, 2021",I Have a Job And I'm The Caregiver For My Loved One Caregiver... ,caregiveraction.org,8
"Feb 17, 2021",10 Tips for Family Caregivers Caregiver Action Network ,caregiveraction.org,8
"Feb 17, 2021",Caregiver Action Network ,caregiveraction.org,8
"Feb 17, 2021",Home Caregiver Action Network ,caregiveraction.org,8
"Feb 17, 2021",Home - Lewy Body Dementia Association ,www.lbda.org,8
"Feb 17, 2021",Alzheimer's Association Alzheimer's Disease & Dementia Help ,www.alz.org,8
"Feb 17, 2021",Why Should I Participate in a Clinical Trial? | National Institutes o... ,www.nih.gov,8
"Feb 17, 2021",Tips for Coping with Sundowning | National Institute on Aging ,www.nia.nih.gov,8
"Feb 17, 2021",Alzheimer's and Hallucinations,www.nia.nih.gov ,8
"Feb 17, 2021",Carelike - Provider Search,www.communityresourcefinder.org,8
"Feb 17, 2021",All Resources - Family Caregiver Alliance ,www.caregiver.org,8
"Feb 17, 2021",Caregiver Resources - Family Caregiver Alliance ,www.caregiver.org,8
"Feb 17, 2021",Home - Family Caregiver Alliance ,www.caregiver.org,8
"Feb 16, 2021",Carelike - Provider Search,www.communityresourcefinder.org,8
"Feb 16, 2021",Home ,www.alzheimerscapecod.org,8
"Feb 16, 2021",Caregiving Topics & Elder Care Resource Guide - Aging Care.com ,www.agingcare.com,8
"Feb 16, 2021",Adult Day Care Services and Activities - Aging Care.com ,www.agingcare.com,8
"Feb 15, 2021",Adult Day Care Services and Activities - AgingCare.com ,www.agingcare.com,8
"Feb 15, 2021",Caregiving Topics & Elder Care Resource Guide - AgingCare.com ,www.agingcare.com,8
"Feb 15, 2021",Adult Day Care Services and Activities - AgingCare.com ,www.agingcare.com,8
"Feb 15, 2021",Caregiving Topics & Elder Care Resource Guide - Aging Care.com ,www.agingcare.com,8
"Feb 15, 2021",Caregiver Forum and Support Group - AgingCare.com ,www.agingcare.com,8
"Feb 12, 2021",Today's Caregiver - Caregiver.com ,caregiver.com,8
"Feb 11, 2021",Carelike - Provider Search,www.communityresourcefinder.org,8
"Feb 11, 2021",Home - Lewy Body Dementia Association ,www.lbda.org,8
"Feb 11, 2021",Home Caregiver Action Network ,caregiveraction.org,8
"Feb 10, 2021",Home - Lewy Body Dementia Association ,www.lbda.org,8
"Feb 10, 2021",Alzheimer's Association | Alzheimer's Disease & Dementia Help ,www.alz.org,8
"Feb 9, 2021",Alzheimer's Foundation of America Caregiving Resources ,alzfdn.org,8
"Feb 9, 2021",Easy to Download Caregiving Prepare to Care Guide,www.aarp.org,8
"Feb 7, 2021",Alzheimer's and Hallucinations,www.nia.nih.gov,8
"May 18, 2021",Quitting Smoking for Older Adults | National Institute on Aging,www.nia.nih.gov,17
"May 18, 2021",What Is Heart Failure? | National Institute on Aging,www.nia.nih.gov,17
"May 18, 2021",Heart health | National Institute on Aging,www.nia.nih.gov,17
"May 18, 2021",Health Information | National Institute on Aging,www.nia.nih.gov,17
"May 19, 2021",Designing Alzheimer's Care Facilities | A Place for Mom,www.aplaceformom.com,17
"May 19, 2021",Caregiver Support and Resources | A Place for Mom,www.aplaceformom.com,17
"May 19, 2021",State by State Guide to Assisted Living Licensing & Reports - A P...,www.aplaceformom.com,17
"May 19, 2021",Alzheimer's Caregiver Video Resource Center Caregiver Action ...,caregiveraction.org,17
"May 19, 2021",RESPITE: Time Out for Caregivers Caregiver Action Network,caregiveraction.org,17
"May 19, 2021",10 Tips for Family Caregivers Caregiver Action Network,caregiveraction.org,17
"May 19, 2021",I Have a Job And I'm The Caregiver For My Loved One Caregive...,caregiveraction.org,17
"May 19, 2021",Home Caregiver Action Network,caregiveraction.org,17
"May 19, 2021",Caregiver Support and Resources | A Place for Mom,www.aplaceformom.com,17
"May 21, 2021",Make Smart Food Choices for Healthy Aging | National Institute ...,www.nia.nih.gov,17
"May 21, 2021",Maintaining a Healthy Weight | National Institute on Aging,www.nia.nih.gov,17
"May 21, 2021",RMBPC,redcap.lifespan.org,17
"May 21, 2021",REDCap,redcap.lifespan.org,17
"May 21, 2021",CES-D,redcap.lifespan.org,17
"May 21, 2021",REDCap,redcap.lifespan.org,17
"May 21, 2021",REDCap,redcap.lifespan.org,17
"May 21, 2021",DIS,redcap.lifespan.org,17
"Jun 6, 2021",Search Lead Form | A Place for Mom,www.aplaceformom.com,17
"Jun 6, 2021",Take Care! August 2017 Caregiver Action Network,caregiveraction.org,17
"Jun 6, 2021",When Living With Elderly Parents Isn't Working | A Place for Mom,www.aplaceformom.com,17
"Jun 6, 2021",Caregiver Support and Resources A Place for Mom,www.aplaceformom.com,17
"Jul 27, 2021",REDCap,redcap.lifespan.org,17
"Jul 27, 2021",REDCap,redcap.lifespan.org,17
"Jul 27, 2021",REDCap,redcap.lifespan.org,17
"Jul 27, 2021",SD,redcap.lifespan.org,17
"Jul 27, 2021",REDCap,redcap.lifespan.org,17
"Jul 27, 2021",ZBI,redcap.lifespan.org,17
"Jul 27, 2021",Search Results,eldercare.acl.gov,17
"Jul 27, 2021",Eldercare Locator,eldercare.acl.gov,17
"Jul 27, 2021",Eldercare Redirect,www.eldercare.gov,17
"Jul 27, 2021",Respite Locator,archrespite.org,17
"Jul 27, 2021",AmeriCorps Seniors AmeriCorps,americorps.gov,17
"Jul 27, 2021",Google,www.google.com,17
"Jul 27, 2021",AmeriCorps Seniors Senior Companion Program | AmeriCorps,americorps.gov,17
"Jul 27, 2021",Fit finder AmeriCorps,americorps.gov,17
"Jul 27, 2021",Senior Respite Care Services A Place for Mom,www.aplaceformom.com,17
"Jul 27, 2021",Family Caregiver Toolbox | Caregiver Action Network,www.caregiveraction.org,17
"Jul 27, 2021",Finding the Right Support Group Caregiver Action Network,www.caregiveraction.org,17
"Jul 27, 2021",I Have a Job And I'm The Caregiver For My Loved One Caregive...,www.caregiveraction.org,17
"Jul 27, 2021",Home Caregiver Action Network,www.caregiveraction.org,17
"Jul 27, 2021",Assisted Living vs. Home Care A Place for Mom,www.aplaceformom.com,17
"Jul 27, 2021",Cost of In-Home Care & Ways to Pay | A Place for Mom,www.aplaceformom.com,17
"Jul 27, 2021",Eldercare Locator: About,eldercare.acl.gov,17
"Jul 27, 2021",Search Results,eldercare.acl.gov,17
"Jul 27, 2021",Alzheimers,www.alzconnected.org,17
"Jul 27, 2021",Alzheimers,www.alzconnected.org,17
"Jul 27, 2021",Alzheimers,www.alzconnected.org,17
"Aug 5, 2021",Alzheimer's Caregiver Video Resource Center Caregiver Action ...,www.caregiveraction.org,17
"Aug 5, 2021",10 Tips for Family Caregivers Caregiver Action Network,www.caregiveraction.org,17
"Aug 5, 2021",Agencies and Organizations Caregiver Action Network,www.caregiveraction.org,17
"Aug 5, 2021",Log into Facebook | Facebook,facebook.com,17
"Aug 5, 2021",AARP Resources and Solutions for Local Caregivers,www.aarp.org,17
"Aug 5, 2021",Request a Printed Prepare to Care Guide,www.aarp.org,17
"Aug 5, 2021",Easy to Download Caregiving Prepare to Care Guide,www.aarp.org,17
"Aug 5, 2021",How to Juggle Work and Caregiving: Top Tips & Tricks,www.aarp.org,17
"Aug 5, 2021",New Bill Would provide Tax Credit to Family Caregivers,www.aarp.org,17
"Aug 5, 2021",The AARP Guide and Resource for Caregiving at Home,www.aarp.org,17
"Aug 5, 2021",Easy to Download Caregiving Prepare to Care Guide,www.aarp.org,17
"Aug 5, 2021",Why Should I Participate in a Clinical Trial? | National Institutes o...,www.nih.gov,17
"Aug 5, 2021",AgingCare: Find In-Home Care,www.agingcare.com,17
"Aug 5, 2021",Caregiving Topics & Elder Care Resource Guide - AgingCare.com,www.agingcare.com,17
"Aug 5, 2021",Alzheimer's Foundation of America | Tips for Managing Caregiver...,alzfdn.org,17
"Aug 5, 2021",Alzheimer's Foundation of America Fact Sheets & Information,alzfdn.org,17
"Aug 5, 2021",Alzheimer's Foundation of America Caregiving Resources,alzfdn.org,17
"Aug 5, 2021",Alzheimer's Foundation of America,alzfdn.org,17
"Aug 5, 2021",Patient File Checklist | Caregiver Action Network,www.caregiveraction.org,17
"Aug 5, 2021",I Have a Job And I'm The Caregiver For My Loved One Caregive...,www.caregiveraction.com,17
"Aug 8, 2021",Home Caregiver Action Network,www.caregiveraction.org,17
"Aug 8, 2021",Why Should I Participate in a Clinical Trial? | National Institutes o...,www.nih.gov,17
"Aug 8, 2021",Health Information National Institute on Aging,www.nia.nih.gov,17
"Aug 8, 2021",Caregiver Support and Resources A Place for Mom,www.aplaceformom.com,17
"Aug 8, 2021",Easy to Download Caregiving Prepare to Care Guide,www.aarp.org,17
"Aug 8, 2021",Alzheimer's Association | Alzheimer's Disease & Dementia Help,www.alz.org,17
"May 18, 2021",Home - Family Caregiver Alliance,www.caregiver.org,18
"May 18, 2021",Advocacy | The National Alliance for Caregiving,www.caregiving.org,18
"May 18, 2021",Home | The National Alliance for Caregiving,www.caregiving.org,18
"May 18, 2021",UHF Next Step in Care Next Step In Care Homepage,www.nextstepincare.org,18
"May 18, 2021",AFTD - The Association for Frontotemporal Degeneration,www.theaftd.org,18
"May 18, 2021",Care and Research Priorities in Lewy Body Dementia - Lewy Bod...,www.lbda.org,18
"May 18, 2021",Caregivers - Lewy Body Dementia Association,www.lbda.org,18
"May 18, 2021",Home - Lewy Body Dementia Association,www.lbda.org,18
"May 18, 2021",Research & Funding National Institute on Aging,www.nia.nih.gov,18
"May 18, 2021",Health Information National Institute on Aging,www.nia.nih.gov,18
"May 18, 2021",Depression | National Institute on Aging,www.nia.nih.gov,18
"May 19, 2021",Vascular Dementia | Symptoms & Treatments | alz.org,www.alz.org,18
"May 19, 2021",Dementia Types | Symptoms,www.alz.org,18
